partner_id	gene_symbol	uniprot_id	entrez_id	ensembl_id
3794	envZ	P0AEJ4	N/A	N/A
3799	hpt	P0A9M2	N/A	N/A
3802	SCN2A	Q99250	6326	ENSG00000136531
3803	SCN3A	Q9NY46	6328	ENSG00000153253
3804	SCN4A	P35499	6329	ENSG00000007314
3806	PDE2A	O00408	5138	ENSG00000186642
3807	folP1	P0C0X1	N/A	N/A
3808	folP2	P0C0X2	N/A	N/A
3809	ESRRG	P62508	2104	ENSG00000196482
3810	COMT	P21964	1312	ENSG00000093010
3811	CYP19A1	P11511	1588	ENSG00000137869
3812	FGB	P02675	2244	ENSG00000171564
3813	FGG	P02679	2266	ENSG00000171557
3814	C1R	P00736	715	ENSG00000159403
3815	C1QA	P02745	712	ENSG00000173372
3816	C1QB	P02746	713	ENSG00000173369
3817	C1QC	P02747	714	ENSG00000159189
3818	FCGR3A	P08637	2214	ENSG00000203747
3819	FCGR2A	P12318	2212	ENSG00000143226
3820	FCGR2B	P31994	2213	ENSG00000072694
3821	FCGR2C	P31995	N/A	N/A
3822	ACTA1	P68133	58	ENSG00000143632
3823	IL2RG	P31785	3561	ENSG00000147168
3825	CLEC3B	P05452	7123	ENSG00000163815
3826	KRT8	P05787	3856	ENSG00000170421
3830	CALR	P27797	811	ENSG00000179218
3831	LRP1	Q07954	4035	ENSG00000123384
3833	SERPINA5	P05154	5104	ENSG00000188488
3834	NID1	P14543	4811	ENSG00000116962
3836	PRG2	P13727	5553	ENSG00000186652
3837	CSF2RB	P32927	1439	ENSG00000100368
3838	SDC2	P34741	6383	ENSG00000169439
3839	PHYH	O14832	5264	ENSG00000107537
3840	ASGR2	P07307	433	ENSG00000161944
3841	LMAN1	P49257	3998	ENSG00000074695
3842	MCFD2	Q8NI22	90411	ENSG00000180398
3844	HLA-DQA2	P01906	3118	ENSG00000206301; ENSG00000237541; ENSG00000231526; ENSG00000204276; ENSG00000225103; ENSG00000223793; ENSG00000233192; ENSG00000231823
3846	RB1	P06400	5925	ENSG00000139687
3847	PCSK2	P16519	5126	ENSG00000125851
3848	PCSK1	P29120	5122	ENSG00000175426
3849	IGFBP7	Q16270	3490	ENSG00000163453
3850	SYTL4	Q96C24	94121	ENSG00000102362
3851	HPN	P05981	3249	ENSG00000105707
3852	NRP1	O14786	8829	ENSG00000099250
3853	COL3A1	P02461	1281	ENSG00000168542
3854	FGFR1	P11362	2260	ENSG00000077782
3856	FGFR3	P22607	2261	ENSG00000068078
3857	GLP2R	O95838	9340	ENSG00000065325
3858	CTSL1	P07711	1514	ENSG00000135047
3859	VAMP1	P23763	6843	ENSG00000139190
3860	VAMP2	P63027	6844	ENSG00000220205
3861	SYT2	Q8N9I0	127833	ENSG00000143858
3862	MS4A2	Q01362	2206	ENSG00000149534
3863	COL2A1	P02458	1280	ENSG00000139219
3864	COL1A2	P08123	1278	ENSG00000164692
3865	SERPINB6	P35237	5269	ENSG00000124570
3866	SAA1	P02735	N/A	N/A
3868	PPP3R2	Q96LZ3	5535	ENSG00000188386
3872	SSTR5	P35346	6755	ENSG00000162009
3873	PREP	P48147	5550	ENSG00000085377
3874	PROSC	O94903	11212	ENSG00000147471
3875	PYGB	P11216	5834	ENSG00000100994
3876	DDC	P20711	1644	ENSG00000132437
3877	GIG18	Q2TU84	N/A	N/A
3878	GAD1	Q49AK1	N/A	ENSG00000128683
3879	N/A	Q53ET4	N/A	N/A
3880	N/A	Q53ET7	N/A	N/A
3881	N/A	Q59FK2	51540	N/A
3882	N/A	Q59GM9	N/A	N/A
3883	N/A	Q59HE2	N/A	N/A
3884	SHMT2	Q5BJF5	6472	N/A
3885	DKFZp686P09201	Q5HYG8	6472	N/A
3886	ALAS1	Q5JAM2	211	N/A
3887	PYGB	Q5JWL9	N/A	N/A
3890	GAD2	Q5VZ30	2572	N/A
3891	DDC	Q5W5T9	1644	N/A
3893	DDC	Q6IBS8	N/A	N/A
3894	PDXDC1	Q6P996	23042	ENSG00000179889
3895	CCBL2	Q6YP21	56267	ENSG00000137944
3896	GADL1	Q6ZQY3	339896	ENSG00000144644
3899	AGXT2L2	Q8IUZ5	85007	ENSG00000175309
3900	GAD1	Q8IVA8	2571	N/A
3901	SHMT2	Q8N1A5	N/A	N/A
3903	ALAS2	Q8N6H3	N/A	N/A
3904	GPT2	Q8TD30	84706	ENSG00000166123
3905	MOCOS	Q96EN8	55034	ENSG00000075643
3906	SDSL	Q96GA7	113675	ENSG00000139410
3908	pcap	Q96JQ3	51380	N/A
3909	N/A	Q9BXA1	N/A	N/A
3910	SEPSECS	Q9HD40	51091	ENSG00000109618
3911	SPTLC3	Q9NUV7	55304	ENSG00000172296
3913	GAD65	Q9UGI5	N/A	N/A
3914	TLH6	Q9UJX1	N/A	N/A
3915	CSAD	Q9Y602	N/A	ENSG00000139631
3916	MMACHC	Q9Y4U1	25974	ENSG00000132763
3917	MTHFR	P42898	4524	ENSG00000177000
3918	MTHFR	Q5SNW5	N/A	ENSG00000177000
3919	MTFMT	Q96DP5	123263	ENSG00000103707
3920	MTHFR	Q9NY62	N/A	N/A
3921	MAT2B	Q9NZL9	27430	ENSG00000038274
3922	PLD2	O14939	5338	ENSG00000129219
3923	BCHE	P06276	590	ENSG00000114200
3924	PLD1	Q13393	5337	ENSG00000075651
3925	SLC44A4	Q53GD3	80736	ENSG00000204385; ENSG00000206378; ENSG00000229077; ENSG00000235336; ENSG00000228263; ENSG00000232180; ENSG00000231479
3926	SLC44A2	Q8IWA5	57153	ENSG00000129353
3927	SLC44A3	Q8N4M1	126969	ENSG00000143036
3929	PHOSPHO1	Q8TCT1	162466	ENSG00000173868
3932	GSTA2	P09210	2939	ENSG00000244067
3933	CEPT1	Q9Y6K0	10390	ENSG00000134255
3934	INPP1	P49441	3628	ENSG00000151689
3935	PLOD2	O00469	5352	ENSG00000152952
3936	TYMP	P19971	1890	ENSG00000025708
3937	FAAH	O00519	2166	ENSG00000117480
3938	PLOD3	O60568	8985	ENSG00000106397
3939	MAOB	P27338	4129	ENSG00000069535
3940	BBOX1	O75936	8424	ENSG00000129151
3941	MAOA	P21397	4128	ENSG00000189221
3942	CDIPT	O14735	10423	ENSG00000103502
3943	PAM	P19021	5066	ENSG00000145730
3944	PDF	Q9HBH1	64146	ENSG00000258429
3945	LEPRE1	Q32P28	64175	ENSG00000117385
3946	OGFOD2	Q6N063	79676	ENSG00000111325
3947	XDH	P47989	7498	ENSG00000158125
3948	ALKBH2	Q6NS38	121642	ENSG00000189046
3949	LEPREL1	Q8IVL5	55214	ENSG00000090530
3950	CDK9	P50750	1025	ENSG00000136807
3951	LEPREL2	Q8IVL6	10536	ENSG00000110811
3953	OGFOD1	Q8N543	55239	ENSG00000087263
3954	EGLN2	Q96KS0	112398	ENSG00000171570
3955	CDK6	Q00534	1021	ENSG00000105810
3956	ALKBH3	Q96Q83	221120	ENSG00000166199
3957	ADA	P00813	100	ENSG00000196839
3958	KDM5D	Q9BY66	8284	ENSG00000012817
3959	CDK4	P11802	1019	ENSG00000135446
3960	EGLN1	Q9GZT9	54583	ENSG00000135766
3961	KCNJ5	P48544	3762	ENSG00000120457
3962	EGLN3	Q9H6Z9	112399	ENSG00000129521
3964	TMLHE	Q9NVH6	55217	ENSG00000185973
3966	P4HTM	Q9NXG6	54681	ENSG00000178467
3968	CDK8	P49336	1024	ENSG00000132964
3969	PAICS	P22234	10606	ENSG00000128050
3970	CACNA1B	Q00975	774	ENSG00000148408
3971	CAD	P27708	790	ENSG00000084774
3972	ADSS	P30520	159	ENSG00000035687
3975	ADSS	Q5SY84	N/A	ENSG00000035687
3976	DARS2	Q6PI48	55157	ENSG00000117593
3977	ASRGL1	Q7L266	80150	ENSG00000162174
3978	ADSSL1	Q8N142	122622	ENSG00000185100
3979	ACY3	Q96HD9	91703	ENSG00000132744
3980	OAZ2	O95190	4947	N/A
3981	OAZ3	Q9UMX2	51686	ENSG00000143450
3982	PFAS	O15067	5198	ENSG00000178921
3983	TGM5	O43548	9333	ENSG00000104055
3984	PET112L	O75879	5188	ENSG00000059691
3985	GFPT2	O94808	9945	ENSG00000131459
3986	TGM6	O95932	343641	ENSG00000166948
3987	GLUL	P15104	2752	ENSG00000135821
3988	TGM1	P22735	7051	ENSG00000092295
3989	QARS	P47897	5859	ENSG00000172053
3990	TGM4	P49221	7047	ENSG00000163810
3991	NADSYN1	Q6IA69	55191	ENSG00000172890
3992	TGM7	Q96PF1	116179	ENSG00000159495
3993	FADS2	O95864	9415	ENSG00000134824
3994	ELOVL4	Q9GZR5	6785	ENSG00000118402
3995	MARS2	Q96GW9	92935	ENSG00000247626
3996	BHMT2	Q9H2M3	23743	ENSG00000132840
3997	CYP24A1	Q07973	1591	ENSG00000019186
3998	SLC7A9	P82251	11136	ENSG00000021488
3999	SDHD	O14521	6392	ENSG00000204370
4000	P4HA2	O15460	8974	ENSG00000072682
4001	SDHB	P21912	6390	ENSG00000117118
4002	SUCLG1	P53597	8802	ENSG00000163541
4003	OXCT1	P55809	5019	ENSG00000083720
4006	SDHC	Q99643	6391	ENSG00000143252
4007	SUCNR1	Q9BXA5	56670	ENSG00000198829
4008	OXCT2	Q9BYC2	64064	ENSG00000198754
4009	SUCLA2	Q9P2R7	8803	ENSG00000136143
4010	SLC25A10	Q9UBX3	1468	ENSG00000183048
4011	B4GALT3	O60512	8703	ENSG00000158850
4012	B4GALT4	O60513	8702	ENSG00000121578
4013	B4GALT2	O60909	8704	ENSG00000117411
4014	NAGK	Q9UJ70	55577	ENSG00000124357
4015	NAGPA	Q9UK23	51172	ENSG00000103174
4016	SLC1A7	O00341	6512	ENSG00000162383
4017	OPLAH	O14841	26873	N/A
4018	GRID2	O43424	2895	ENSG00000152208
4019	SLC1A6	P48664	6511	ENSG00000105143
4020	ENPEP	Q07075	2028	ENSG00000138792
4021	EARS2	Q5JPH6	124454	ENSG00000103356
4022	LGSN	Q5TDP6	51557	ENSG00000146166
4023	NAGS	Q8N159	162417	ENSG00000161653
4024	SLC25A18	Q9H1K4	83733	ENSG00000182902
4025	SLC25A22	Q9H936	79751	ENSG00000177542
4026	DNPEP	Q9ULA0	23549	ENSG00000123992
4027	GRID1	Q9ULK0	2894	ENSG00000182771
4029	MGST3	O14880	4259	ENSG00000143198
4030	TXNDC12	O95881	51060	ENSG00000117862
4031	GSTA1	P08263	2938	ENSG00000243955
4032	MGST1	P10620	4257	ENSG00000008394
4033	ESD	P10768	2098	ENSG00000139684
4034	GLRX	P35754	2745	ENSG00000173221
4035	GSTM5	P46439	2949	ENSG00000134201
4036	GPX6	P59796	257202	ENSG00000198704
4037	GPX1	Q6NSD4	N/A	N/A
4038	GPX4	Q6PI42	N/A	N/A
4039	GPX8	Q8TED1	493869	ENSG00000164294
4040	GPX7	Q96SL4	2882	ENSG00000116157
4041	MGST2	Q99735	4258	ENSG00000085871
4042	GSTO2	Q9H4Y5	119391	ENSG00000065621
4043	GLRX2	Q9NS18	51022	ENSG00000023572
4047	DGKG	P49619	1608	ENSG00000058866
4048	DGKD	Q16760	8527	ENSG00000077044
4051	PTDSS2	Q9BVG9	81490	ENSG00000174915
4052	SMPD4	Q9NXE4	55627	ENSG00000136699
4053	SMPD3	Q9NY59	55512	ENSG00000103056
4054	GCSH	P23434	2653	ENSG00000140905
4055	BAAT	Q14032	570	ENSG00000136881
4056	GPR18	Q14330	2841	ENSG00000125245
4057	GLYAT	Q6IB77	10249	ENSG00000149124
4058	GLYATL2	Q8WU03	219970	ENSG00000156689
4059	GLYATL1	Q969I3	92292	ENSG00000166840
4060	SLC32A1	Q9H598	140679	ENSG00000101438
4061	PIPOX	Q9P0Z9	51268	ENSG00000179761
4062	SLC6A5	Q9Y345	9152	ENSG00000165970
4063	WARS2	Q9UGM6	10352	ENSG00000116874
4064	CARS2	Q9HA77	79587	ENSG00000134905
4065	PADI6	Q6TGC4	353238	N/A
4066	PADI1	Q9ULC6	29943	ENSG00000142623
4067	PADI3	Q9ULW8	51702	ENSG00000142619
4068	PADI2	Q9Y2J8	11240	ENSG00000117115
4069	TARS2	Q9BW92	80222	ENSG00000143374
4070	AARS2	Q5JTZ9	57505	ENSG00000124608
4071	DHRS3	O75911	9249	ENSG00000162496
4072	RETSAT	Q6NUM9	54884	ENSG00000042445
4073	RDH11	Q8TC12	51109	ENSG00000072042
4074	RDH14	Q9HBH5	57665	ENSG00000240857
4075	RDH8	Q9NYR8	50700	ENSG00000080511
4076	DGKA	P23743	1606	ENSG00000065357
4077	PPP2CB	P62714	5516	ENSG00000104695
4078	PPP2CA	P67775	5515	ENSG00000113575
4079	LIAS	O43766	11019	ENSG00000121897
4080	IARS2	Q9NSE4	55699	ENSG00000067704
4081	VKORC1L1	Q8N0U8	154807	ENSG00000196715
4082	PRODH	O43272	5625	ENSG00000100033
4083	PPIH	O43447	10465	ENSG00000171960
4084	PPIB	P23284	5479	ENSG00000166794
4085	PPIC	P45877	5480	ENSG00000168938
4086	PPIG	Q13427	9360	ENSG00000138398
4087	P5CR2	Q4W8W1	N/A	N/A
4088	PARS2	Q7L3T8	25973	ENSG00000162396
4090	C14orf149	Q96EM0	112849	ENSG00000126790
4092	NARS2	Q96I59	79731	ENSG00000137513
4094	GABBR2	O75899	9568	ENSG00000136928
4095	CHRNA7	P36544	1139	ENSG00000175344
4096	GRM3	Q14832	2913	ENSG00000198822
4097	CHRNA9	Q9UGM1	55584	ENSG00000174343
4098	GABRB1	P18505	2560	ENSG00000163288
4099	GABRB3	P28472	2562	ENSG00000166206
4100	GABRB2	P47870	2561	ENSG00000145864
4101	PSMB1	P20618	5689	ENSG00000008018
4102	PSMB5	P28074	5693	ENSG00000100804
4103	PSMB2	P49721	5690	ENSG00000126067
4104	BALF5	P03198	N/A	N/A
4106	GUK1	Q16774	2987	ENSG00000143774
4107	cft	Q9F0I5	N/A	N/A
4109	PDE4C	Q08493	5143	ENSG00000105650
4110	CACNB2	Q08289	783	ENSG00000165995
4111	CACNA1S	Q13698	779	ENSG00000081248
4112	CACNB4	O00305	785	ENSG00000182389
4113	CACNA1F	O60840	778	ENSG00000102001
4114	CACNB3	P54284	784	ENSG00000167535
4115	CACNA1D	Q01668	776	ENSG00000157388
4116	N/A	Q27738	N/A	N/A
4117	ydbK	P52647	N/A	N/A
4118	CYP3A5	P20815	1577	ENSG00000106258
4119	CYP2D6	P10635	N/A	ENSG00000100197
4120	POR	P16435	5447	ENSG00000127948
4121	HDAC1	Q13547	3065	ENSG00000116478
4122	HDAC2	Q92769	3066	ENSG00000196591
4123	HDAC3	O15379	8841	ENSG00000171720
4124	HDAC6	Q9UBN7	10013	ENSG00000094631
4128	FNTB	P49356	2342	ENSG00000257365
4129	FNTA	P49354	2339	ENSG00000168522
4130	HIF1A	Q16665	3091	ENSG00000100644
4131	PTGER3	P43115	5733	ENSG00000050628
4132	CLCNKA	P51800	1187	ENSG00000186510
4133	N/A	N/A	N/A	N/A
4134	MST	Q7K9G0	N/A	N/A
4136	N/A	N/A	N/A	N/A
4137	OPRL1	P41146	4987	ENSG00000125510
4139	N/A	N/A	N/A	N/A
4140	N/A	N/A	N/A	N/A
4141	PIK3CA	P42336	5290	ENSG00000121879
4145	PIK3R2	O00459	5296	ENSG00000105647
4146	PIK3R3	Q92569	8503	ENSG00000117461
4148	MTOR	P42345	2475	ENSG00000198793
4149	NFKB2	Q00653	4791	ENSG00000077150
4150	gyrB	P0A0K8	N/A	N/A
4152	SOD1	P00441	6647	ENSG00000142168
4154	pbpX	P14677	N/A	N/A
4155	ftsI	P0AD68	N/A	N/A
4160	CACNA2D2	Q9NY47	9254	ENSG00000007402
4161	FURIN	P09958	5045	ENSG00000140564
4162	KCNQ3	O43525	3786	ENSG00000184156
4165	P2RY2	P41231	5029	ENSG00000175591
4168	NS5b	O39930	N/A	N/A
4171	PIK3CD	O00329	5293	ENSG00000171608
4173	JAK2	O60674	3717	ENSG00000096968
4175	PLA2G7	Q13093	7941	ENSG00000146070
4177	RET	P07949	5979	ENSG00000165731
4178	RAD51	Q06609	5888	ENSG00000051180
4179	NAMPT	P43490	10135	ENSG00000105835
4180	APEX1	P27695	328	ENSG00000100823
4183	HLA-DRB1	P04229	N/A	ENSG00000196126
4184	PRKCD	Q05655	5580	ENSG00000163932
4186	NPY2R	P49146	4887	ENSG00000185149
4189	GLA	P06280	2717	ENSG00000102393
4190	NOXO1	Q8NFA2	124056	ENSG00000196408
4192	TOP2B	Q02880	7155	ENSG00000077097
4193	NPR3	P17342	4883	ENSG00000113389
4198	FBP1	P09467	2203	ENSG00000165140
4200	CYP1A2	P05177	1544	ENSG00000140505
4203	HNMT	P50135	3176	ENSG00000150540
4205	CA9	Q16790	768	ENSG00000107159
4209	KCNJ8	Q15842	3764	ENSG00000121361
4210	TLR4	O00206	7099	ENSG00000136869
4211	CDA	P32320	978	ENSG00000158825
4218	RRM2	P31350	6241	ENSG00000171848
4221	VEGF	A2A2V4	N/A	ENSG00000112715
4222	EPHB4	P54760	2050	ENSG00000196411
4225	UPP1	Q16831	7378	ENSG00000183696
4226	UPP2	O95045	151531	ENSG00000007001
4228	KRT7	P08729	3855	ENSG00000135480
4233	N/A	N/A	N/A	N/A
4234	N/A	N/A	N/A	N/A
4235	N/A	N/A	N/A	N/A
4236	N/A	N/A	N/A	N/A
4237	rplV	P61177	N/A	N/A
4238	rplD	P60725	N/A	N/A
4240	P4HB	P07237	5034	ENSG00000185624
4245	VDAC1	P21796	7416	ENSG00000213585
4246	VDAC2	P45880	7417	ENSG00000165637
4247	VDAC3	Q9Y277	7419	ENSG00000078668
4249	petB	P83791	N/A	N/A
4250	petD	P83792	N/A	N/A
4251	petC	P83794	N/A	N/A
4252	dacA	P0AEB3	N/A	N/A
4264	TM_0306	Q9WYE2	N/A	N/A
4269	HGPRTase	Q27796	N/A	N/A
4271	trpD	Q8VP84	N/A	N/A
4272	celA1	Q79G13	N/A	N/A
4275	N/A	O52806	N/A	N/A
4276	dnaQ	P03007	N/A	N/A
4277	rmlA	Q9HU22	N/A	N/A
4278	Aaar	Q44244	N/A	N/A
4279	fcbB	O68600	N/A	N/A
4280	N/A	P56653	N/A	N/A
4281	phyA	Q7WUJ1	N/A	N/A
4283	actVA 6	Q53908	N/A	N/A
4284	onr	P71278	N/A	N/A
4285	pam	Q8RJN5	N/A	N/A
4288	DDX6	P26196	1656	ENSG00000110367
4289	TT_P0059	Q746J6	N/A	N/A
4290	HIF1AN	Q9NWT6	55662	ENSG00000166135
4291	serA	P0A544	N/A	N/A
4292	lpxA	O25927	N/A	N/A
4294	rmlC	Q9HU21	N/A	N/A
4295	VC_0232	Q9KVB4	N/A	N/A
4296	phnA	Q51782	N/A	N/A
4297	SP_1951	Q97NR6	N/A	N/A
4298	mndD	Q44048	N/A	N/A
4299	N/A	Q45135	N/A	N/A
4302	mmaA2	Q79FX6	N/A	N/A
4304	WAS	P42768	7454	ENSG00000015285
4306	TM_0488	Q9WYV8	N/A	N/A
4309	rsmH	Q9WZX6	N/A	N/A
4310	ermC'	P13956	N/A	N/A
4311	TRDMT1	O14717	1787	ENSG00000107614
4313	trmL	P44868	N/A	N/A
4314	pvuIIM	P11409	N/A	N/A
4315	DAM	P04392	N/A	N/A
4316	pcaA	Q7D9R5	N/A	N/A
4318	cysG	P25924	N/A	N/A
4323	hhaIM	P05102	N/A	N/A
4324	SETD7	Q8WTS6	80854	ENSG00000145391
4325	trmD	P43912	N/A	N/A
4327	rdmB	Q54527	N/A	N/A
4328	trmD	P0A876	N/A	N/A
4329	cobA	P21631	N/A	N/A
4330	TTHA0667	Q5SKH6	N/A	N/A
4331	cheR	P07801	N/A	N/A
4332	taqIM	P14385	N/A	N/A
4333	pcm	Q56308	N/A	N/A
4335	N/A	Q26966	N/A	N/A
4336	N/A	P83696	N/A	N/A
4337	def	P68826	N/A	N/A
4338	def	Q8DP79	N/A	N/A
4339	sucP	Q84HQ2	N/A	N/A
4340	GK2698	Q5KWF3	N/A	N/A
4341	CRYBB1	P53674	1414	ENSG00000100122
4343	aglA	O33830	N/A	N/A
4346	pseT	P06855	N/A	N/A
4349	ndx4	Q84CU3	N/A	N/A
4353	guaA	P04079	N/A	N/A
4366	TM_0857	Q9WZW1	N/A	N/A
4373	N/A	Q6L8F0	N/A	N/A
4375	glnA1	P0A590	N/A	N/A
4377	srtB	Q8NX63	N/A	N/A
4378	rdmC	Q54528	N/A	N/A
4380	NDST1	P52848	3340	ENSG00000070614
4381	acpS	P0A2W7	N/A	N/A
4382	SULT1B1	O43704	27284	ENSG00000173597
4384	synC	Q57265	N/A	N/A
4385	N/A	P00147	N/A	N/A
4386	glbN	P0A592	N/A	N/A
4387	dhaB1	Q8GEZ8	N/A	N/A
4388	aac	P0A5N0	N/A	N/A
4389	lacI	P03023	N/A	N/A
4403	iolS	P46336	N/A	N/A
4404	fcbC	Q04416	N/A	N/A
4405	fprA	Q9FDN7	N/A	N/A
4407	azoR	P41407	N/A	N/A
4411	dps	Q8UCK6	N/A	N/A
4414	TT_P0035	Q746L8	N/A	N/A
4416	N/A	P84141	N/A	N/A
4418	AGR_L_3209	Q7CRW4	N/A	N/A
4420	mdh	P80039	N/A	N/A
4423	lvr	Q9LBG2	N/A	N/A
4424	PFE1050w	P50250	N/A	N/A
4426	gap	P17721	N/A	N/A
4427	desIV	Q9ZGH3	N/A	N/A
4428	rex	Q9X2V5	N/A	N/A
4435	nadX	Q9X1X6	N/A	N/A
4436	tthHB8IM	P84125	N/A	N/A
4437	ldh	P56511	N/A	N/A
4438	mdh	P10584	N/A	N/A
4439	bphA4	Q52437	N/A	N/A
4440	npr	P37062	N/A	N/A
4442	ldh	P00344	N/A	N/A
4443	ydiB	P0A6D5	N/A	N/A
4446	N/A	Q9ZFY9	N/A	N/A
4447	yhfP	O07615	N/A	N/A
4448	N/A	P14295	N/A	N/A
4449	N/A	Q9ADS9	N/A	N/A
4450	N/A	Q46220	N/A	N/A
4451	vip2Ac	Q844J9	N/A	N/A
4454	gap	P00362	N/A	N/A
4455	gldA	P32816	N/A	N/A
4456	ppnK	P0A5S6	N/A	N/A
4462	dapB	Q9X1K8	N/A	N/A
4466	fdhA	P46154	N/A	N/A
4467	TM_0752	Q9WZL1	N/A	N/A
4469	nadD	P0A753	N/A	N/A
4471	ascB	Q57329	N/A	N/A
4472	N/A	P40288	N/A	N/A
4475	ino1	P71703	N/A	N/A
4476	mtlD	O08355	N/A	N/A
4477	lpdV	P09063	N/A	N/A
4482	galE	Q8T8E9	N/A	N/A
4484	dkgA	P06632	N/A	N/A
4486	pheA2	Q9LAG2	N/A	N/A
4487	nadR	P44308	N/A	N/A
4489	gap	P00361	N/A	N/A
4491	ligA	Q837V6	N/A	N/A
4495	TM_1169	Q9X0Q1	N/A	N/A
4496	CTBP1	Q13363	1487	ENSG00000159692
4497	xylB	Q59096	N/A	N/A
4498	PP3533	Q88H32	N/A	N/A
4499	rmlB	P95780	N/A	N/A
4500	ldh2	P19869	N/A	N/A
4502	N/A	P33160	N/A	N/A
4503	frp	Q56691	N/A	N/A
4504	N/A	Q8KN66	N/A	N/A
4505	bphB	P47227	N/A	N/A
4506	TM_1419	Q9X1D6	N/A	N/A
4507	ald	O52942	N/A	N/A
4508	adhA	Q9HTD9	N/A	N/A
4509	budC	Q48436	N/A	N/A
4510	ldhA	P26297	N/A	N/A
4511	N/A	Q46730	N/A	N/A
4512	CYP3A4	P08684	1576	ENSG00000160868
4513	AMY2A	P04746	279	ENSG00000243480
4514	citE	O06162	N/A	N/A
4515	CASK	O14936	8573	ENSG00000147044
4516	gmk	P0A5I4	N/A	N/A
4517	buk2	Q9X278	N/A	N/A
4521	BC_2969	Q81C15	N/A	N/A
4522	astA	P80357	N/A	N/A
4524	yvyI	P39841	N/A	N/A
4526	TM_1223	Q9X0V0	N/A	N/A
4527	ycdX	P75914	N/A	N/A
4528	phzD1	Q7DC80	N/A	N/A
4529	oxdC	O34714	N/A	N/A
4531	actIII	P16544	N/A	N/A
4532	GPHN	Q9NQX3	10243	ENSG00000171723
4533	BC_1747	Q81F54	N/A	N/A
4534	CYTH2	Q99418	9266	ENSG00000105443
4535	gcdA	Q06700	N/A	N/A
4536	TM_0065	Q9WXS0	N/A	N/A
4538	VC_1899	Q9KQU9	N/A	N/A
4539	katA	P77872	N/A	N/A
4540	TM_1070	Q9X0F9	N/A	N/A
4541	GST	Q8MU52	N/A	N/A
4542	glsA1	O31465	N/A	N/A
4544	glsA1	P77454	N/A	N/A
4545	moaE	P30749	N/A	N/A
4546	TM_1131	Q9X0L5	N/A	N/A
4547	fbpA	Q9Z4N6	N/A	N/A
4548	gyrB	Q9LCX5	N/A	N/A
4549	HP_0602	O25323	N/A	N/A
4551	mrsA	P43683	N/A	N/A
4553	cobU	Q05599	N/A	N/A
4555	MT1739	O33199	N/A	N/A
4558	cgiA	Q9F5I8	N/A	N/A
4559	algQ1	Q9KWT6	N/A	N/A
4560	algQ2	Q9KWT5	N/A	N/A
4561	agaA	Q9RGX9	N/A	N/A
4562	por	P94692	N/A	N/A
4563	rimL	Q8ZPC0	N/A	N/A
4564	yvbK	O32248	N/A	N/A
4565	aac(6')-Iy	Q9R381	N/A	N/A
4566	BC_2038	Q81EE4	N/A	N/A
4567	HI_0827	P44886	N/A	N/A
4568	fabH	Q9F6D4	N/A	N/A
4569	mshD	O53831	N/A	N/A
4572	BH0798	Q9KEQ1	N/A	N/A
4573	KAT2B	Q92831	8850	ENSG00000114166
4574	menB	O06414	N/A	N/A
4575	cit	Q9LCX9	N/A	N/A
4576	aac(6')-Ii	Q47764	N/A	N/A
4577	sfp	P39135	N/A	N/A
4578	PA3270	Q9HYX1	N/A	N/A
4579	cysE	P43886	N/A	N/A
4580	gltA	O34002	N/A	N/A
4582	ptr2	Q8I814	N/A	N/A
4584	N/A	Q75WK2	N/A	N/A
4586	blaFEZ-1	Q9K578	N/A	N/A
4587	blaB1	O08498	N/A	N/A
4589	mvaS	Q79ZY6	N/A	N/A
4590	ndoA	P96622	N/A	N/A
4593	nudE	P45799	N/A	N/A
4597	lgtC	P96945	N/A	N/A
4598	Adss	Q9U8D3	N/A	N/A
4600	N/A	Q9ZIV5	N/A	N/A
4601	mvaS	Q9FD87	N/A	N/A
4602	tthHB8IM	P84124	N/A	N/A
4604	CES1	P23141	1066	ENSG00000198848
4606	ptd	Q8RLY5	N/A	N/A
4608	SCO1207	Q9FCA6	N/A	N/A
4609	SNRPA	P09012	6626	ENSG00000077312
4611	aroG	Q84FH6	N/A	N/A
4614	DVU_2680	P00323	N/A	N/A
4615	NE0143	Q820S6	N/A	N/A
4620	ispF	P44815	N/A	N/A
4622	N/A	O82839	N/A	N/A
4623	PROF	Q93UV9	N/A	N/A
4626	menC	P29208	N/A	N/A
4627	sll1541	P74334	N/A	N/A
4628	gapN	Q59931	N/A	N/A
4629	blaCTX-M-9a	Q9L5C8	N/A	N/A
4651	ganB	Q65CX5	N/A	N/A
4652	serC	Q9RME2	N/A	N/A
4654	kynU	P83788	N/A	N/A
4655	cyaC	O32393	N/A	N/A
4659	TM_1596	Q9X1T2	N/A	N/A
4662	glk	P0A6V8	N/A	N/A
4666	lecB	Q9HYN5	N/A	N/A
4667	BH0236	Q9KG76	N/A	N/A
4668	TM_0024	Q9WXN1	N/A	N/A
4669	xynA	Q8GJ44	N/A	N/A
4670	celB	O07653	N/A	N/A
4671	cenC	P14090	N/A	N/A
4674	cumD	P96965	N/A	N/A
4675	ethR	P96222	N/A	N/A
4676	cca	Q7SIB1	N/A	N/A
4677	rfbF	P26396	N/A	N/A
4680	mauC	P22364	N/A	N/A
4681	N/A	P80561	N/A	N/A
4692	mutY	P17802	N/A	N/A
4695	yfiH	P33644	N/A	N/A
4699	N/A	Q05514	N/A	N/A
